id,title,timePeriods,size,score,type
599525,Artemision,CH,2,1,circle
599528,Asklepieion (Kos),CHR,2,1,circle
599529,"Asklepieion, Thesmophorion?, Apollo, T.",ACHR,2,1,circle
599533,Aspripetra,N43EMAC,2,1,circle
599540,"Athena Poliouchos, T.",C,2,1,circle
599553,Bathos,H,2,1,circle
599560,Brouzi,H,2,1,circle
599564,Caria (region),ACHRL,3,1,circle
599575,Cnidus,HRLM,7,1,circle
599576,Cnidus,ACHRLSM,2,1,circle
599577,Colophon,ACM,4,1,circle
599581,Kos/Cos (island),M,10,1,circle
599585,Damos,HR,2,1,circle
599586,Delion,ACHHR,2,1,circle
599587,Delos (settlement),ACHR,6,1,circle
599588,Delos (island),ACHHRLM,6,1,circle
599598,Drakanon,CHR,2,1,circle
599599,Drakanon Pr.,YUNK,2,1,circle
599600,Drekanon promontory,R,2,1,circle
599601,Drios M.,M,2,1,circle
599607,Eleusis?,CHRL,2,1,circle
599608,Elytas (river),YUNK,2,1,circle
599609,Embolas,CHRL,2,1,circle
599610,Emecik,HHR,2,1,circle
599611,Emporion,HR,2,1,circle
599612,Ephesus/Arsinoe(ia),E1ANMCAHHRRRTLLLPEAMRCIMOTELM,7,1,circle
599616,Europos/Euromos/Philippoi,CHRL,1,1,circle
599630,Grotta,AH,2,1,circle
599631,Gyroulas,ACHRLM,2,1,circle
599634,Halasarna,ACHR,2,1,circle
599636,Halicarnassus/Halikarnassos,CHRLMM,6,1,circle
599640,Heraclea ad Latmum/Pleistarcheia,CHRL,3,1,circle
599641,Heraion,ACHR,2,1,circle
599642,Herakleia (island),RM,2,1,circle
599645,Hiera/Automate (island),HRL,2,1,circle
599648,Histoi,ACHRL,2,1,circle
599654,Hydria,YUNK,2,1,circle
599655,Hydrousa,R,2,1,circle
599656,Hyetousa (island),M,2,1,circle
599661,Hyria,ACH,2,1,circle
599664,Iasos,CHRL,2,1,circle
599665,Idrias,C,1,1,circle
599667,Ikaros (island),RM,12,1,circle
599668,Ikarion Mare,RM,7,1,circle
599669,Imbrasos (river),M,2,1,circle
599671,Ionopolitikos/Latmikos Sinus,HR,5,1,circle
599672,Ios (settlement),ACHRLM,2,1,circle
599673,Ios (island),M,6,1,circle
599680,Kalithea,L,2,1,circle
599684,Kalymna (island),M,1,1,circle
599686,Kambos,YUNK,2,1,circle
599688,Kantharion Pr.,M,2,1,circle
59969,Oxus (river),CHRLM,5,1,circle
599691,Karpathion Mare,YUNK,2,1,circle
599699,Kataphydion,AC,2,1,circle
599701,Kazania,ACH,2,1,circle
599703,Kenchrios (river),R,2,1,circle
599706,Kerameios/Doridis Sinus,CHRM,3,1,circle
599708,Keria (island),M,2,1,circle
599710,Kerketeus M.,M,2,1,circle
599711,Kheimarros-Bardaki,CH,2,1,circle
599713,Khrysomilia,H,2,1,circle
599714,Kildara,C,2,1,circle
599715,Kinaros (island),M,2,1,circle
599719,Klaros,ACHR,2,1,circle
599726,Korsiai (islands),M,4,1,circle
599727,Korsiai?,CHR,2,1,circle
599728,Kos,ACHRL,2,1,circle
599729,Koukounaries,A,2,1,circle
599740,Kynthos M.,M,2,1,circle
599742,Kyra Panagia,A,2,1,circle
599747,Lagina,HR,2,1,circle
599748,Lak(e)ter Pr.,M,2,1,circle
599752,Latmos,AC,2,1,circle
599754,Lebedos/Ptolemais,ACHRL,2,1,circle
599755,Lebinthos (island),RM,3,1,circle
599756,Lefkas,CH,2,1,circle
599760,Lepsia,ACHRL,2,1,circle
599761,Lepsia (island),M,4,1,circle
599763,Leros,ACHRL,2,1,circle
599764,Leros (island),RM,7,1,circle
599777,Maeander (river),CHRLM,6,1,circle
599778,Magnesia ad Maeandrum/Leukophrys,CHRL,2,1,circle
599791,Melanes,A,2,1,circle
599792,Melanteioi Skopeloi,M,2,1,circle
599796,Mes(s)ogis M.,CR,2,1,circle
599799,Miletus,MEANMCAHHRRRTLLLPEAMOEM,7,1,circle
599800,Minoa,ACHRL,2,1,circle
599801,*Mobolla,HRL,1,1,circle
599805,Mycale M.,ACRM,2,1,circle
599807,Mykonos,ACHRL,2,1,circle
599808,Mykonos (island),CRM,8,1,circle
599813,Myous,CHR,3,1,circle
599814,Myrsineai,L,2,1,circle
59982,Paropamisadai,HRL,2,1,circle
599821,Naxos (settlement),ACHRL,3,1,circle
599822,Naxos (island),CRM,16,1,circle
599824,Neo Karlobasi,CH,2,1,circle
599825,Neokhorion,AC,2,1,circle
599828,Nisyrion (islands),M,2,1,circle
599829,Nisyros,ACHRL,2,1,circle
59983,Paropamisos/Caucasus M.,CHRL,2,1,circle
599830,Nisyros (island),M,3,1,circle
599836,Oinoe,CH,2,1,circle
599844,Paktyes M.,HR,2,1,circle
599848,Palaiokastro,ACHRL,2,1,circle
599855,Panionion,ACHR,2,1,circle
599867,Paros,ACHRL,2,1,circle
599868,Paros (island),M,13,1,circle
599871,Patmos,ACHRL,2,1,circle
599872,Patmos (island),CM,7,1,circle
599880,Pharmakousa (island),M,2,1,circle
599885,Phora,L,2,1,circle
599886,Phorbia? Pr.,YUNK,2,1,circle
599887,P(h)ygela,CHRL,2,1,circle
599896,Polypodousa (island),M,2,1,circle
599897,Pontikokastro,HR,2,1,circle
599899,"Poseidon Phytalmios?, T.",C,2,1,circle
599901,"Poseidon?, T.",C,2,1,circle
839719167,Via Triumphalis,ACHRL,4,1,circle
1410177,Tomba di Fadilla,R,2,1,circle
437050931,Roman amphitheater at Richborough,RTFF,2,1,circle
334776903,Pons Aelius,RL,3,1,circle
334776904,Mausoleum Hadriani,RLMM,2,1,circle
846285407,S'Imbalconadu Roman villa,R,2,1,circle
608476833,"Temple of Hera I (the ""Basilica"")",ACHRLM,2,1,circle
395910246,Terrace and altar of M. Nonius Balbus,HRM,2,1,circle
455441008,Roman theater at Ferentium,HR,2,1,circle
832363479,Hellenistic theater at Dion,H,2,1,circle
50332479,Tomb of P. Numisius Ligus,R,2,1,circle
347812262,Roman theater at Helikore/Nicaea,R,2,1,circle
127640903,Amphitheater of the Three Gauls,RM,2,1,circle
443253553,Roman theater at Ostia,R,3,1,circle
418202453,Roman theater at Iguvium,RM,3,1,circle
720902384,Villa di Nerone,R,2,1,circle
787581330,Roman amphitheater at Teate,R,2,1,circle
288984567,Arch of Septimius Severus,R,2,1,circle
941771942,Chatby Necropolis,HP,2,1,circle
941771944,Pompey's pillar,RM,3,1,circle
115691576,Catacombs of Kom el Shoqafa,H,2,1,circle
82696741,Roman amphitheater at Vindonissa,R,2,1,circle
705896050,Roman theater at Ferentinum,R,2,1,circle
931407499,Roman theater of Fourvière,RM,2,1,circle
101249988,Ostia Synagogue,RL,2,1,circle
262385623,Gallo-Roman vicus at Dalheim,RL,2,1,circle
262385625,Roman amphitheater at Falerio Picenus,R,2,1,circle
672180338,Roman theater at Falerio Picenus,R,2,1,circle
865509854,Roman theater at Teate,R,2,1,circle
182618516,Serapeum of Alexandria,HR,2,1,circle
231467659,Acarnanian League,C,5,1,circle
309437155,Palace of Adad-nārārī III,ENTT,5,1,circle
897364594,Gula temple (Kalhu),EN,6,1,circle
344586145,Šarrat-niphi temple (Kalhu),EN,5,1,circle
188894567,Mortuary Temple of Amenhotep III,N,3,1,circle
268637493,Porta Collina,HRM,3,1,circle
277030428,Praedia Galbana,R,3,1,circle
560899635,Caupona and Domus of L. Vetutius Placidus and Ascula,RM,3,1,circle
644629084,House of the Four Styles,RM,3,1,circle
47231724,Temple of Dakka,R,2,1,circle
462015872,Dolmen de Kerhenry,32,2,1,circle
731287504,Kermario alignments,4,2,1,circle
242742173,Ménec alignments,4,2,1,circle
242742175,Petit-Ménec alignments,4,2,1,circle
735757405,Anaktoron at Pantalika,2EM,2,1,circle
290080326,Roman Aqueduct at Moria,RM,3,1,circle
934642205,Necropolis of Pantalica,EMAM,2,1,circle
825080162,Pontic rock-cut tombs,H,2,1,circle
263020146,Monte Inici,M,2,1,circle
772835485,Thorikos Residential and Production District,C,2,1,circle
383969893,Ruines Romaines de Mazelles,R,2,1,circle
811208521,Andelos reservoir,R,2,1,circle
30893806,Aphrodision,H,2,1,circle
907036116,Phrygia (kingdom),NM,1,1,circle
866917580,Porta Palatina,RL,2,1,circle
645281269,"Nuraghe Mannu, Olmedo",2,2,1,circle
479893606,Caspingium,YUNK,3,1,circle
206736898,Isthmia Fortress,LMLO,2,1,circle
995604668,Simi,2,2,1,circle
201409250,Castellaccio Europarco,HR,2,1,circle
25078867,Arslantepe (Melid),432MMENNM,3,1,circle
811589743,"Church of Saint Alexander Nevsky, Jerusalem",LCCCM,2,1,circle
144604065,Nuraghe Nuraddeo,2,2,1,circle
783133250,Nuraghe Sant'Imbenia,2A,2,1,circle
876619726,Theatre of Apollonia,HM,2,1,circle
876619727,So-called West Church in Apollonia,RM,2,1,circle
640889631,Tunnel of Eupalinos,AC,2,1,circle
423679103,Nichoria,2TT,3,1,circle
565559821,Accu Sa Pira Nuraghe,2,2,1,circle
190863456,Treasury of Atreus,LM,2,1,circle
533786623,Domus of Vespasia Polla,RM,2,1,circle
900336440,Roman arch at Spoletium,RM,2,1,circle
520388219,Tigellio Roman villa,RT,2,1,circle
683009535,Roman theater at Tergeste,R,2,1,circle
428016814,Roman baths at Sexi/Saxetanum,R,2,1,circle
182370603,Unnamed Aqueduct at Sexi/Saxetanum,R,2,1,circle
83724488,Roman amphitheater at Tipasa,R,2,1,circle
692947274,"Temple of Herakles, Cora",HR,2,1,circle
786014015,Abu Ballas,EOFMSNTLMPRM,2,1,circle
580975875,tribus Stellatina,H,11,1,circle
239510733,tribus Teretina,H,2,1,circle
700767827,Sepulcrum Pansae,YUNK,2,1,circle
924430433,Chiesa di Sant'Ilario a Port' Aurea,LMM,2,1,circle
284782743,Arco del Sacramento,RM,2,1,circle
303708957,Grange stone circle,32,2,1,circle
484509128,Mochlos archaeological site,432ACHRLM,2,1,circle
26245224,Casa della Regina Carolina,R,3,1,circle
918508893,Khorsabad Gate 1,NNTT,4,1,circle
918508894,Khorsabad Gate 2,NNTT,4,1,circle
918508895,Khorsabad Gate 3,NNTT,5,1,circle
237150019,Egalgabarinutukua,NNTT,8,1,circle
282907842,Khorsabad Residence J,NTT,4,1,circle
305127727,Ningal temple (Khorsabad),NTT,7,1,circle
305127728,Adad temple (Khorsabad),NTT,7,1,circle
305127729,Šamaš temple (Khorsabad),NTT,9,1,circle
297166731,Theater of Orchomenus,HR,2,1,circle
487072545,Eetioneia Hellenistic gateway,H,3,1,circle
158906364,Ponte Sereno,R,3,1,circle
384940621,Tell Um Hammad Sharqi,E,3,1,circle
419672522,Necropolis of Porta Vesuvio,R,2,1,circle
419672523,Castellum aquae,RM,4,1,circle
335494560,Central Baths,RM,3,1,circle
956605009,tribus Suburana (Succusana),HR,2,1,circle
540663113,Triangular Forum,RM,4,1,circle
835093310,Mahabalipuram,M,2,1,circle
395487201,Circus Gai et Neronis,RL,2,1,circle
550565,Hamaxitos,ACR,3,1,circle
550567,Hekatonnesoi (islands),CHR,3,1,circle
550569,Hephaistia,ACHRL,2,1,circle
550572,"Herakles, T.",ACHR,2,1,circle
550573,Hermeios Sinus,CM,2,1,circle
550575,Hermus (river),ACHRLM,5,1,circle
550576,Hiera,CHR,2,1,circle
550585,Hypaipa,HRL,3,1,circle
550592,Ida (mountain),ACHRM,3,1,circle
550594,Ilieon Kome,HR,3,1,circle
550595,Ilium/Troia,32ACHRLM,3,1,circle
550597,Ionia (region),ANCHRL,7,1,circle
550599,Issa?,ACH,2,1,circle
550603,Kabaki,C,2,1,circle
550604,Kabeireion,ACHR,2,1,circle
550609,Kallikolone M.,AH,3,1,circle
550611,Kalydnai/Lagusae Inss.,HRM,2,1,circle
550613,Kaminia,C,2,1,circle
550619,Kardamyle?,ACHRL,2,1,circle
550622,Karini,H,2,1,circle
550627,Kastri,AC,2,1,circle
550633,Kebren,ACHRL,2,1,circle
550638,Khontro Bigli,CH,2,1,circle
550640,Kilbianoi (Ano),HR,2,1,circle
550641,Kilbianoi (Kato),R,2,1,circle
550644,Killaion (mountain),YUNK,2,1,circle
550650,Klazomenai (earlier),32A,3,1,circle
550651,Klazomenai (later),CAHRLM,4,1,circle
550653,Koddinou Petra,R,2,1,circle
550655,Koila,CHRL,2,1,circle
550656,Koja Dag,ACH,2,1,circle
550657,Kokkinos,CH,2,1,circle
550658,*Kokylion?,CR,2,1,circle
550661,Kolonai,ACH,2,1,circle
550665,Korou Pedion,HR,2,1,circle
550669,Kouphi,CH,2,1,circle
550671,Koutlougouni,ACH,2,1,circle
550678,Lamponia,CH,2,1,circle
550682,Lapsarna,HRL,2,1,circle
550683,Laris(s)a?,ACHRM,2,1,circle
550685,Larisa/Ptolemais?,ACH,2,1,circle
550686,Larissai Petrai,YUNK,2,1,circle
550689,Latom,CHR,2,1,circle
550691,Lekton/Lectum,CHRM,2,1,circle
550693,Lemnos (island),M,12,1,circle
550696,Lesbos (island),ACHRM,48,1,circle
550697,Leukai,CHR,2,1,circle
550699,Lithi,AHR,2,1,circle
550701,Lydia/Maionia (region),ACHRL,8,1,circle
550711,Makara,ACH,2,1,circle
550715,Malia (promontory),M,2,1,circle
550718,Managros,ACHRL,2,1,circle
550719,Manna,CHR,2,1,circle
550725,Megalos Lakkos,A,2,1,circle
550727,Melaina Pr.,M,2,1,circle
550730,Meletos/Smyrnaeus Sinus,AM,2,1,circle
550734,Messon,ACHRL,2,1,circle
550736,"Meter Plastena, T.",MR,1,1,circle
550739,Metokhi,CHRL,2,1,circle
550743,Milingos,CHR,2,1,circle
550749,Moria,R,2,1,circle
550753,Mosychlos M.,YUNK,2,1,circle
550755,Myrina,ACHRL,2,1,circle
550756,Myrina/Sebastopolis,ACHRL,3,1,circle
550759,Mysia (region),ACHRL,5,1,circle
550763,Mytilene,ACHRL,3,1,circle
550765,Nagos,ACHR,2,1,circle
550767,Nakrason (or Nakrasos),32HROMM,2,1,circle
550771,Naulochon/Smyrna/Palaia Smyrna,ME1ANMCAHRRRTLLLPEAMCIMOE1OLMKOM,2,1,circle
550772,Neandria,ACH,2,1,circle
550773,Neonteichos,ACHRL,2,1,circle
452125610,Caermote Roman fort,R,2,1,circle
453674631,Palace of Ardashir,RL,2,1,circle
423346007,Vieil-Évreux Roman Baths,R,2,1,circle
976360689,Garni temple,RL,2,1,circle
539358755,Pyramid of Senusret II,M,2,1,circle
502142298,Amasya castle,YUNK,2,1,circle
230617790,Spring at Amphiareion,C,2,1,circle
377820068,Sanctuary of Iuno Gabina,ACHR,2,1,circle
423120,Vicus Alexandri,HRL,2,1,circle
423121,Vicus Augustanus Laurentium?,RRL,1,1,circle
423127,Villa Hadriani,HRLM,8,1,circle
423129,Villa Maxentii,HRLM,5,1,circle
423131,Villa Neronis,RL,4,1,circle
423132,Villa Pamphili,RLM,2,1,circle
423133,Villa Torlonia,RL,2,1,circle
423557,Aqua Alexandrina,RL,2,1,circle
423558,Aqua Alsietina,R,2,1,circle
423559,Aqua Anio Novus,RL,7,1,circle
423560,Aqua Anio Vetus,HRL,3,1,circle
423561,Aqua Antoniniana,RRL,2,1,circle
423562,Aqua Appia,HRL,3,1,circle
423563,Aqua Claudia,RL,3,1,circle
423565,Aqua Marcia,HRL,2,1,circle
423566,Aqua Tepula,RL,2,1,circle
423567,Aqua Traiana,RL,3,1,circle
423568,Aqua Virgo,RL,2,1,circle
424312,Untitled,R,2,1,circle
424313,Untitled,R,2,1,circle
424315,Untitled,R,2,1,circle
425067,Untitled,R,2,1,circle
425068,Pons Aemilius,HRLM,4,1,circle
425070,Untitled,R,2,1,circle
425072,Untitled,R,2,1,circle
425822,Untitled,R,2,1,circle
425823,Untitled,R,2,1,circle
425824,Untitled,CRL,2,1,circle
425825,Emissarium of Lake Nemi,CRL,1,1,circle
425826,Untitled,HR,2,1,circle
425827,Unnamed canals,HR,2,1,circle
426577,Cemeteries around Caere,ACH,2,1,circle
426578,Unnamed bridge over R. Quartaccio,HRL,2,1,circle
426580,Untitled,HRL,2,1,circle
426582,Untitled,HRL,2,1,circle
426584,Villa delle Grotte at Grottarossa,CHRL,2,1,circle
426585,Unnamed villas and a tomb near Pons Mulvius,HR,2,1,circle
426586,Unnamed bridge in the Piazza Eugenio Biffi,HRL,3,1,circle
426588,Unnamed temple,A,2,1,circle
426589,Ponte di Vallerano,HRL,2,1,circle
426591,Ponte di Malafede,HRLTT,2,1,circle
426592,Ponte Ladrone,HRL,2,1,circle
426593,Untitled,HR,2,1,circle
426594,Untitled,R,2,1,circle
426595,Untitled,R,2,1,circle
426596,"Cemetery of Gordianus, Epimachus, Apronianus",RL,2,1,circle
426597,Parco delle Tombe di via Latina,RL,3,1,circle
426603,Untitled,HRL,2,1,circle
426605,Quarries at Aquae Albulae,HR,2,1,circle
426606,Untitled,R,3,1,circle
426608,Roman bridges at Tibur,RL,2,1,circle
426609,Unnamed forts near Aefula,CH,2,1,circle
426613,Ponte Ceccara,HRL,2,1,circle
426614,Untitled,HRL,2,1,circle
426615,Ponte Amato,RL,2,1,circle
426617,Untitled,RRL,2,1,circle
426621,Untitled,H,2,1,circle
426622,Roman Villa at Lago di Nemi,RL,2,1,circle
426623,So-Called Tomb of Clodius,HR,2,1,circle
426624,Unnamed temple near Solforata,H,2,1,circle
426630,Ponte di Mele,HRLM,2,1,circle
426632,Untitled,HR,2,1,circle
426633,Unnamed Roman villa,H,2,1,circle
426634,Ponte Tre Ponti,RRL,2,1,circle
426636,Roman villa near Setia,HHRL,2,1,circle
432618,Abellinum,HRL,4,1,circle
432621,Acerrae,HRL,4,1,circle
432623,Acqua Claudia,HRR,3,1,circle
432626,Ad Flexum,HRL,2,1,circle
432629,Ad Medias,RLM,3,1,circle
432644,Ad Turres Albas,HR,2,1,circle
432648,Aenaria/Pithekoussai (island),CHRLM,6,1,circle
432658,Al(l)ifae,HRL,2,1,circle
432664,Aletrium,HRLMM,4,1,circle
432666,Alfedena,AC,2,1,circle
432679,Antinum,HRL,3,1,circle
432682,"Apollo et Nymphae Nitrodes, T.",CHR,2,1,circle
432688,Aquae Caeretanae,HR,2,1,circle
432695,Aquinum,HRL,7,1,circle
432700,Arpinum,HRLM,5,1,circle
432702,Arx Fregellana,HRLM,3,1,circle
432703,Astura,HR,2,1,circle
432705,Atella (Campania),HRL,2,1,circle
432708,Atina,HRL,3,1,circle
432711,Aurunci,CHR,2,1,circle
432712,Avernus L.,RM,4,1,circle
432716,Baiae,HRLM,1,1,circle
432720,Bauli,HRL,2,1,circle
432721,Beneventum/Maleventum,HRLMM,10,1,circle
432723,Boscoreale,R,8,1,circle
432725,Bovianum,HRLM,2,1,circle
432727,Buca,HR,2,1,circle
432733,Caiatia,HRLM,2,1,circle
432734,Caieta,HRL,3,1,circle
432737,Callifae?,HRL,2,1,circle
432738,Calatia,ACHRL,2,1,circle
432739,Cales,CHRL,7,1,circle
432741,Calor (river),RM,5,1,circle
432742,Campania,ACHRL,3,1,circle
432744,Campi Phlegraei,CHRM,8,1,circle
432746,Campochiaro,HHR,2,1,circle
432751,Capreae,CHRM,3,1,circle
432752,Capreae (island),HRM,7,1,circle
432754,Capua,ACHRL,5,1,circle
432756,Carecini Supernates,HRL,1,1,circle
432760,Carsioli,CHRL,2,1,circle
432763,Casilinum,HRL,3,1,circle
432764,Casinum,HRLM,5,1,circle
432773,Caudium,ACHR,3,1,circle
432777,Cerfennia,RLM,2,1,circle
432782,Circeii 1,CH,3,1,circle
432783,Circeii 2,HR,2,1,circle
432786,Clanius (river),HRM,3,1,circle
432808,Cumae/Kyme (Campanian),ACHRL,8,1,circle
432811,Damecuta,R,2,1,circle
432812,Decennovium,L,2,1,circle
432813,"Diana Tifatina, T.",CHRL,2,1,circle
432815,Dikaiarcheia/Puteoli,ACHRLM,13,1,circle
432820,Epomeus M.,RM,2,1,circle
432823,Eumorfiana? Ins.,LM,2,1,circle
432826,Fabrateria Vetus,HR,3,1,circle
432827,Fagifulae,HRM,2,1,circle
432828,Falernus Ager,HR,6,1,circle
432830,Ferentinum,HRL,6,1,circle
432839,Formiae,HRL,3,1,circle
432843,Forum Popillii,HR,2,1,circle
432845,Fratte,AC,2,1,circle
432846,Fregellae,HR,3,1,circle
432849,Frentani,CHR,10,1,circle
432852,Frusino,HRLM,7,1,circle
432853,Fucinus L.,ACHRLM,4,1,circle
432855,Fundi,HRL,4,1,circle
432859,Gallinaria Silva,HR,2,1,circle
432861,Gaurus M.,HM,2,1,circle
432867,Grottacce,R,2,1,circle
432873,Herculaneum,CHRM,6,1,circle
432876,Herculis Petra,M,2,1,circle
432882,Imeus (mountain),LM,2,1,circle
432884,Interamna Lirenas,HR,2,1,circle
432885,‘Invinias’,L,2,1,circle
432886,‘Iovis Lareni’,HHR,2,1,circle
432900,Latium (region),R,34,1,circle
432901,Latium Adiectum,R,16,1,circle
432903,Lautulae,H,2,1,circle
432910,Liris/Clanis (river),RM,7,1,circle
432915,Lucrinus (lake),RM,2,1,circle
432918,Lucus Feroniae,HR,2,1,circle
432921,Malborghetto,LM,4,1,circle
432927,Marruvium,HRLM,3,1,circle
432931,Massicus,RM,3,1,circle
432935,Melpis (river),RLM,2,1,circle
432940,Minturnae,HRL,5,1,circle
432941,Misenum,RL,3,1,circle
432959,Monte S. Croce,CHM,2,1,circle
432965,Monte Vairano,CH,2,1,circle
432975,Mura di S. Stefano,RRL,2,1,circle
432985,Nuceria (Alfaterna),ACHRL,3,1,circle
432992,Oplontis,HHRM,2,1,circle
433006,Palazzo a Mare,R,2,1,circle
433007,*Pallanum,CHM,2,1,circle
433008,Palmaria (island),M,2,1,circle
433009,Paludes Minturnenses,YUNK,2,1,circle
433010,Panapio/Punicum,HRL,3,1,circle
433011,Pandataria (island),RM,4,1,circle
433014,Parthenope/Neapolis,ACHRLM,3,1,circle
433017,Pentri,CH,9,1,circle
433024,Picentinus Ager,HR,3,1,circle
433025,Samnite Sanctuary at Pietrabbondante,ACHRM,2,1,circle
433026,Pithekoussai,A,2,1,circle
433032,Pompeii,ACHHRM,100,1,circle
433033,Pomptinae Paludes,R,2,1,circle
433034,Pomptinus Ager,CHR,4,1,circle
433036,Pons Campanus,HR,2,1,circle
433041,Pontia,ACRM,2,1,circle
433042,Pontiae (islands),RM,7,1,circle
433052,Privernum,CHR,3,1,circle
433053,Prochyta (island),ACHRLM,2,1,circle
433055,Punta Chiarito,A,2,1,circle
433057,Punta Eolo,R,2,1,circle
433059,Puteolanus Sinus/Crater,HR,9,1,circle
433061,Pyrgi,ACHRLM,6,1,circle
433073,Saepinum,CHRRLM,13,1,circle
433075,Salernum,HRL,3,1,circle
433077,Saltus Vescinus/Mefineis? M.,M,2,1,circle
433078,Samnium (region),HR,4,1,circle
433082,S. Benedictus,L,2,1,circle
433094,S. Rocco,HR,2,1,circle
433096,S. Sebastianus,LM,2,1,circle
433099,S. Vincenzo al Volturno,HRM,2,1,circle
433101,Sarno,A,3,1,circle
433102,Sarnus (river),RM,2,1,circle
433113,Sebethus (river),YUNK,2,1,circle
433117,Sidicini,CH,2,1,circle
433121,Sinonia (island),RM,2,1,circle
433122,Sinues(s)a/Sinope,HRM,2,1,circle
433126,Sora,HRL,2,1,circle
433127,Speluncae,RLM,2,1,circle
433128,Stabiae,HR,4,1,circle
433132,Suessa Aurunca,ACHRL,3,1,circle
433134,Sulmo,HRLM,3,1,circle
433138,*Supinum,HR,2,1,circle
433139,Surrentum,HR,2,1,circle
433141,Taburnus M.,RM,2,1,circle
433143,Tarracina(e)/Anxur,ACHRL,7,1,circle
433146,Teanum Sidicinum,CHRL,5,1,circle
433147,Telesia,HRL,2,1,circle
433149,Terventum,HRL,2,1,circle
433153,Tifata M.,YUNK,2,1,circle
433154,Tifernus (river),RM,3,1,circle
433155,Tifernus M.,M,2,1,circle
433162,Treba,HRL,2,1,circle
433164,Trebula Balli(ni)ensium,HR,2,1,circle
433182,The Sanctuary of Vastogirardi,CHR,2,1,circle
433185,Venafrum,HRLM,2,1,circle
433187,Verulae,HRL,3,1,circle
433189,Vesuvius M.,RM,2,1,circle
433199,Vietri,ACRM,2,1,circle
433202,Villa Iovis,R,3,1,circle
433204,Villa Tiberii,R,2,1,circle
433208,Volsci,CHR,8,1,circle
433210,Volturnum,CHR,2,1,circle
433211,Volturnus (river),RMT,6,1,circle
433379,Untitled,RL,2,1,circle
433380,Untitled,RL,2,1,circle
433383,Aqueduct (Venafrum),RL,2,1,circle
434133,Unnamed bridge over the Volturnus river on the Via Domitiana,RL,3,1,circle
434134,Ponte Latrone,HRL,2,1,circle
434135,Untitled,HRL,2,1,circle
434137,Untitled,HRL,2,1,circle
435637,Untitled,R,2,1,circle
435639,Untitled,HRL,2,1,circle
436395,Centuriation (Frusino),HR,2,1,circle
436396,Untitled,HR,2,1,circle
436397,Untitled,HR,2,1,circle
436399,Untitled,HR,2,1,circle
436401,Untitled,HR,2,1,circle
436402,Untitled,HR,2,1,circle
436403,Untitled,HR,2,1,circle
436407,Unnamed centuriation (Cales),HR,2,1,circle
436408,Unnamed centuriation (Teanum Sidicinum),HR,2,1,circle
436409,Untitled,HR,2,1,circle
436410,Centuriation (Venafrum),HR,2,1,circle
436413,Untitled,HR,2,1,circle
436415,Untitled,HR,2,1,circle
436416,Unnamed centuriation,HR,2,1,circle
436418,Untitled,HR,2,1,circle
438657,Abolani,ACHR,2,1,circle
438658,Accienses,AC,2,1,circle
438670,Allia (river),CHR,2,1,circle
438671,Ameriola,AC,2,1,circle
438673,Amitinum,AC,2,1,circle
438677,Apiolae,ACR,2,1,circle
438683,Arcanum,HR,2,1,circle
438696,Bolani,AC,2,1,circle
438698,Bubetani,ACHR,2,1,circle
438703,Caenina,ACHR,2,1,circle
438704,Cameria,ACR,2,1,circle
438705,Capitulum Hernicum,HRM,2,1,circle
438707,Carventum,ACHR,2,1,circle
438710,Castrum Invi,ACHRM,2,1,circle
438720,Cominium Ocritum,R,3,1,circle
438721,Coras M.,YUNK,2,1,circle
438722,Corbio,CRM,2,1,circle
438723,Corioli,CR,2,1,circle
438729,Ebutiana,L,2,1,circle
438750,Hortenses,ACHR,2,1,circle
438765,Lanuenses,HR,2,1,circle
438768,Laterium,HR,2,1,circle
438770,Latinienses,AC,2,1,circle
438775,Longula,ACR,3,1,circle
438777,Lucanum,R,2,1,circle
438779,Macrales,AC,2,1,circle
438781,Manates,ACHR,2,1,circle
438789,Munienses,AC,2,1,circle
438795,Octulani,AC,2,1,circle
438796,Olliculani,AC,2,1,circle
438803,Pedum,ACM,3,1,circle
438804,Petrinus Vicus,HR,2,1,circle
438813,Pollusca,CR,2,1,circle
438815,Querquetulani,AC,2,1,circle
438820,Romulea,H,2,1,circle
438825,Salutaris Pagus,HR,2,1,circle
438826,Sassula,CH,2,1,circle
438829,Scaptia,ACHR,3,1,circle
438831,Septem Pagi,HR,2,1,circle
438836,Sisolenses,AC,2,1,circle
438850,Tellena,AR,2,1,circle
438851,Tifata (Latium),AC,2,1,circle
438853,Tolerium,ACR,2,1,circle
438858,Tucianus Pagus,R,2,1,circle
438862,Ulmanus Pagus,HR,2,1,circle
438867,Velienses,AC,2,1,circle
438869,Venetulani,ACHR,2,1,circle
438872,Verrugo,ACR,2,1,circle
438874,Vescia,CH,2,1,circle
438878,Via Popilia,YUNK,2,1,circle
438880,Via Vitularia,H,2,1,circle
438881,Vicus Esquilinus,H,2,1,circle
438882,Vicus Palatius,HR,2,1,circle
438885,Vimitellari,AC,2,1,circle
442439,Ad Calorem,RL,2,1,circle
442442,Ad Fluvium Bradanum,RL,2,1,circle
442450,Aecae,ACHRL,3,1,circle
442451,Aeclanum,RL,6,1,circle
442452,Aequum Tuticum/Equus Tuticus,HRL,3,1,circle
442454,Agropoli,CHR,2,1,circle
442457,Alburnus Portus,HR,2,1,circle
442471,Aquilonia,RL,4,1,circle
