id,title,size,linkType
479353527,Ras Siyyan,2,type1
266382050,"La Lône arcade, Nimes aqueduct",2,type1
425272783,Nuraghe Santa Sarbana,2,type1
591210113,Doulopolis,2,type1
244211030,So-called Central Church in Apollonia,2,type1
455355586,Washing Wells Roman Fort,2,type1
835972236,Roman theater of Herculaneum,2,type1
707263269,Kınık Höyük,2,type1
829196251,Odeon,2,type1
442241741,Aral Sea,3,type1
939537684,Samnite Palaestra,2,type1
999909607,House of the Ceii,2,type1
999909608,House of the Lararium of Achilles,3,type1
629116433,House of the garden of Hercules,3,type1
600118250,Necropolis of Porta Nola,2,type1
728068766,Kinneil,2,type1
671053357,Beltany,2,type1
498102722,Altaqû,2,type1
930907033,Levant (region),7,type1
997535409,Tsarëv Kurgan,2,type1
721060792,"The ""Auditorium site"" at the Auditorium Parco della Musica (Rome)",2,type1
753612858,Porta Vesuvio,3,type1
832282346,Nuraghe Santa Barbara,3,type1
473876126,Roman Amphitheater at Syracuse,2,type1
329386245,Gabbutūnu,2,type1
248782116,Girmua,2,type1
248782117,So-called Theatre 3,2,type1
251126036,San Felice Roman villa,2,type1
359852688,Cathedral of the Holy Cross at Aghtamar,3,type1
359852689,Akdamar Island,4,type1
306780756,"Ponte di Apollo, Punicum",2,type1
579047271,Hadrian's Wall (Cumbrian Coast),9,type1
973869063,Cabu Abbas,2,type1
347679708,Nuraghe Cuccurada,2,type1
430841433,Nuraghe Zuras,2,type1
734260208,Casteddu de Fanaris,2,type1
50391614,Monte Catalfaro,2,type1
540510822,Pigades,2,type1
132276185,House of the Ancient Hunt,2,type1
38626420,Lupanar,2,type1
81187433,Doric temple,3,type1
202157292,Hyctanis (river),2,type1
736595947,Fonteblanda,2,type1
972561590,Great Bulmore,2,type1
922522298,Paduline villa,2,type1
405244946,Thracian Tomb of Kazanlak,2,type1
22059127,Fortunatae Insulae? (Madeira Islands),2,type1
145018742,Afyonkarahisar Castle,1,type1
512867195,Barcombe Hill Roman Signal Station,4,type1
646165662,Tabard Square Temple Complex,2,type1
923122730,Tell Habuba Kabira,3,type1
531398484,Angkor,2,type1
650881089,Zakros,2,type1
526188175,Roman amphitheater of Asisium,2,type1
235166067,Bouleuterion of Onchestos,2,type1
242727660,Theater at Letoon,2,type1
200345143,Triconch Palace at Butrint,2,type1
43994933,Arènes de Cimiez,2,type1
554161962,Porta Venere,2,type1
885142066,Hippodrome at Ptolemais/Barkes Limen,2,type1
136366606,Amphitheatre of El Jem,2,type1
748558963,Basilica of Hildeguns,2,type1
103808101,Murus Servii Tullii,5,type1
991190962,Necropolis of Montessu,2,type1
902088536,Dún Aonghasa,2,type1
413249073,Porta Solestà,2,type1
678301,Neapolis,2,type1
678315,Oneuatha/*Anabatha,2,type1
678321,Pacida (river),2,type1
678323,Ras el-'Ain,3,type1
678324,Paneas/Caesarea Philippi,2,type1
678334,Phoenice (region),2,type1
678369,Samaria (region),2,type1
678370,Samaria/Sebaste,2,type1
678374,Sarepta/Makra Kome,2,type1
678378,Scythopolis/Nysa,5,type1
678393,Sidon/Col. Aurelia Pia,8,type1
678401,Stratonos Pyrgos/Caesarea,3,type1
678403,Sychem,2,type1
678427,Thelseai,2,type1
678430,Tiberiadis Mare/Gennesar Lacus,3,type1
678431,Tiberias,2,type1
678437,Tyrus/Col. Septimia Severa,5,type1
678447,‘Valle Diocletiana’,2,type1
678448,Vallis Alba,2,type1
678754,Unnamed aqueduct (at Gaba Philippi),1,type1
678757,Untitled,2,type1
679506,Untitled,2,type1
680257,Untitled,2,type1
687831,Archelais,2,type1
687838,Ashdod/Azotos (Mesogeios),4,type1
687839,Ashqelon/Ascalon,4,type1
687843,Azotos Paralios,4,type1
687846,Beer Sheva/Berosaba,2,type1
687852,Beth Dagon,3,type1
687854,Beth Govrin/Eleutheropolis,3,type1
687887,Eboda,2,type1
687888,Ekron/Akkaron,2,type1
687892,En Boqeq,2,type1
687902,Gaza,4,type1
687904,Gazara,2,type1
687910,Gophna,2,type1
687915,Hebron,2,type1
687917,Hierichous,2,type1
687927,Idumaea,2,type1
687928,Ierusalem/Hierosolyma/Col. Aelia Capitolina,8,type1
687931,Ioppe,3,type1
687932,Iordanes (river),10,type2
687934,Iudaea (region),6,type1
687951,Lachish,2,type1
687953,Lydda/Diospolis/Georgioupolis,2,type1
687960,Malatha,2,type1
687963,Mampsis,3,type1
687968,Masada,5,type1
687985,Negev,8,type1
687995,Palaestina (region),3,type1
687996,Pegai/Antipatris/Arethousa?,3,type1
688003,Phasaelis,2,type1
688020,Saltus Constantinianus?,2,type1
688021,Saltus Gerariticus,2,type1
688030,Sobata,2,type1
688038,Thala,2,type1
688039,Thamara?,2,type1
688040,Thamna,2,type1
688047,Ziph,2,type1
688564,Unnamed aqueduct (at Phasaelis),1,type1
688565,Untitled,1,type1
689324,Unnamed bridge,2,type1
690074,Untitled,4,type1
690093,Untitled,3,type1
690103,Untitled,3,type1
690105,Untitled,4,type1
69465,Andium? (island),3,type1
69507,Fanum Martis/Civitas Coriosolitum,3,type1
69527,Lisia?/Silia? (island),3,type1
69540,Noviomagus Lexoviorum,2,type1
69542,The Nunnery,1,type1
69546,Olina (river),2,type1
69547,Osismii,2,type1
69551,Le Pinnacle,2,type1
69557,Riduna (island),2,type1
69567, St-Peter-Port,2,type1
69569,Sena (island),2,type1
69576,Titos (river),2,type1
69579,Uxantis (island),2,type1
69585,Vorgium,2,type1
697654,Dibon,2,type1
697687,Khirbet et-Tannur,2,type1
697701,Madaba,4,type1
697709,Mortuum Mare/Asphaltitis L.,3,type1
697721,Nebo Mons,2,type1
697725,Petra,10,type2
697728,Amman/Philadelpheia,3,type1
697757,Tyrus,2,type1
699895,Cariatha,2,type1
699897,Dabaloth,2,type1
699899,Kariatha,2,type1
707437,Achaion Akte,2,type1
707438,Ag. Eirini,2,type1
707445,Ag. Mavri,2,type1
707449,Ag. Theodoros,2,type1
707455,Akamas Pr.,2,type1
707459,Alampria?,2,type1
707462,Amathous,4,type1
707464,Ammos tou Kampouri,2,type1
707466,(A)Nogyra,2,type1
707468,Aphrodision,2,type1
707469,"Aphrodite Akraia, T.",2,type1
707470,Aphrodite Golgia,3,type1
707471,"Aphrodite Paphia, T.",2,type1
707475,"Apollo Alasiotas, T.",2,type1
707476,"Apollo Hylates, T.",2,type1
707477,"Apollo Mageirios, T.",2,type1
707478,"Apollo Melanthios, T.",2,type1
707479,Ayios Photios,4,type1
707483,Arsinoe,2,type1
707484,Arsinoe?,2,type1
707487,Asprogia,2,type1
707490,"Baal-Hamman, T.",2,type1
707496,Chyt(h)roi,2,type1
707498,Cyprus (island),137,type4
707501,Davlos,2,type1
707502,Dreamer’s Bay,2,type1
707503,Drepanon Pr.,2,type1
707504,Drepanon?,2,type1
707505,Drousha,2,type1
707508,Ellinospilios,2,type1
707510,Galounia,2,type1
707511,Geronisos,2,type1
707512,Golgoi,6,type1
707513,Gy(...)?,2,type1
707515,"Hera, T.",2,type1
707517,Hierokepis,2,type1
707519,Idalion,2,type1
707523,Kalogiannis,2,type1
707524,Kapsalaes,2,type1
707526,Karpasia,3,type1
707527,Karpasiai (islands),2,type1
707529,Kellarka,2,type1
707530,Kelliake?,3,type1
707531,Keryn(e)ia/Keraunia,2,type1
707532,Khelones,2,type1
707533,Kinousa,2,type1
707534,Kition,6,type1
707536,Kleides (islands),2,type1
707538,Klirou,2,type1
707539,Knidos,2,type1
707540,Kokkinovouno,2,type1
707541,Komi,2,type1
707542,Komissariato,2,type1
707544,Kopetra,2,type1
707545,Korakistres,2,type1
707546,Kornos?,2,type1
707549,Kourion,4,type1
707550,Koutsopetria,2,type1
707551,Krommy(ak)on Pr.,2,type1
707553,Lakki,2,type1
707554,Laneia,2,type1
707555,Lapethos/Lepethis Phoinikon,2,type1
707556,Larnaka,3,type1
707557,Laxia tis Skhistis,2,type1
707558,Ledroi/Leuke Ousia,2,type1
707561,Leukolla?,2,type1
707563,Limenia?,2,type1
707564,Limni,2,type1
707566,Lysi,2,type1
707567,Lyso,2,type1
707569,Magounda,2,type1
707570,Makaria,2,type1
707571,Malloura,2,type1
707572,Mandres,2,type1
707573,Mansoura,2,type1
707574,Marion,2,type1
707575,Masokambos,2,type1
707576,Mathiatis,2,type1
707578,Mavrovounoi,2,type1
707579,Melabron?,2,type1
707580,Melandryna,2,type1
707581,Melouchea,2,type1
707582,Mitsero,2,type1
707583,Mosphiloudia,2,type1
707584,Myrtou,2,type1
707586,(Nea) Paphos,2,type1
707587,Neapolis/Theodosias,2,type1
707590,Nymphaion,2,type1
707592,Olympos (mountain on Cyprus),2,type1
707593,Olympos?,2,type1
707594,Ourania,2,type1
707596,(Palai)Paphos,3,type1
707598,Panagia Aimatousa,2,type1
707604,Pedalion Pr.,2,type1
707606,Pergamos,2,type1
707607,Petrera,2,type1
707608,Petrera,2,type1
707609,Philoitos?,2,type1
707610,*Phlason,2,type1
707613,Platani,2,type1
707615,Rantidi,2,type1
707617,Salamis/Konstantia,4,type1
707618,Sarka,2,type1
707619,Satrachos? (river),2,type1
707620,Shyrvallos,2,type1
707621,Sia,2,type1
707622,Skales,2,type1
707623,Skouriotissa,2,type1
707624,Soloi/Aipeia?,3,type1
707626,Styllarka,2,type1
707628,Tamassos,2,type1
707632,Thronoi Pr./Akrotirion Pylai?,2,type1
707633,Thronoi?,2,type1
707634,Toumpa,2,type1
707635,Trakhonas,2,type1
707636,Tremithous,3,type1
707638,Trikomon,2,type1
707639,Trogodos M.,2,type1
707642,Vouni,2,type1
707644,Zephyrion Pr.,2,type1
708193,Untitled,2,type1
708194,Untitled,2,type1
708196,Untitled,2,type1
709705,Untitled,3,type1
709709,Unnamed road on Cyprus,4,type1
711238,Koroneia,1,type1
716507,Ainesisphyra/Ennesyphora/Nesus,1,type1
716525,Antipyrgos,1,type1
716566,Gonia,1,type1
716589,Libya Inferior (region),3,type1
716595,Marmarica,6,type1
716609,Oasis Parva,2,type1
716654,Zeszes/Oasis Parva,1,type1
727067,Aegyptium Mare,3,type1
727070,Alexandria,10,type2
727086,Bolbitinon Stoma,3,type1
727087,Bolbitinos (river),3,type1
727090,Bousiris,3,type1
727092,Bousiritikos? (river),5,type1
727093,Boutikos potamos,2,type1
727094,Bouto,2,type1
727097,Canopus,2,type1
727101,Clysma,2,type1
727105,Deir Abou Menas,2,type1
727136,Kanope Ins.,2,type1
727137,Kanobikon Stoma,4,type1
727138,Kanobikos (river),3,type1
727144,Kynopolis,3,type1
727153,Mareia,2,type1
727157,Mendesion Stoma,3,type1
727163,Metelis,2,type1
727169,Naucratis,2,type1
727172,Nilus (river),55,type3
727189,Pelousiakos (river),3,type1
727190,Pelousiakos Kolpos,3,type1
727191,Pelousiakon Stoma,3,type1
727197,Pharos,2,type1
727198,Phatnitikon Stoma,4,type1
727203,Pikrai Limnai,2,type1
727204,Pikrai Limnai,2,type1
727221,Schedia/Chaireon/Menelais?,2,type1
727224,Sebennytikon Stoma,3,type1
727227,Sebennytos,2,type1
808255902,Santorini Archipelago,11,type2
423044,S. Gennaro,2,type1
146086514,Kolonos Agoraios,3,type1
72612822,Mura Greche,2,type1
235661777,Roman theater of Neapolis,2,type1
125566441,Tunni,4,type1
505963016,Timur,2,type1
94135344,Grotto of the Sibyl,4,type1
422676686,Poliochne,2,type1
701844210,Stravomyti,3,type1
395751423,Kephala,2,type1
807160605,Kalavasos-Tenta,2,type1
358077243,*Via Curia,5,type1
790744210,Hala Sultan Tekke,2,type1
649638685,Tırmıl Tepe Höyüğü,2,type1
173078007,Basilica Julia,2,type1
290042871,Upper Agora,2,type1
89361977,Roman baths at Sagalassos,2,type1
762378105,Castra Bonnensia,1,type1
437163777,Roman city wall of Zaragoza,2,type1
128652153,Circus at Calagurris,2,type1
182750553,Theater of Priene,2,type1
581374445,Theater at Leuke,2,type1
391553443,Temple of Augustus,2,type1
427981474,Roman theater at Augusta Bagiennorum,2,type1
757663383,Roman theater at Sparta,1,type1
570327,Kaminia,2,type1
570329,Kaphyai,2,type1
570333,Karthaia,2,type1
570336,Karystos,2,type1
570338,Kastri,1,type1
570339,Kato Komia,2,type1
570347,Kenchreai,3,type1
570348,Keos (island),13,type2
570354,Keryneia,2,type1
570370,Koresia/Arsinoe,2,type1
570371,Korone,2,type1
570373,Korphos,2,type1
570379,Kranae (island),2,type1
570390,Kyllene,2,type1
570391,Kyllene (mountain),3,type1
570400,Kythera,2,type1
570402,Kythnos,2,type1
887556001,Habıbuşağı (İzoli),1,type1
587811162,Via Flaminia militare,4,type1
387686949,Capitolium of Cosa,2,type1
810734825,Cardo Maximus (Apamea),2,type1
4517388,Aššur-mušalbir-palê-šarri-ēpišīšu-nāṣir-ummānīšu,23,type2
375821777,Khorsabad Gate 4,4,type1
344172035,Khorsabad Citadel Gate B,5,type1
344172036,Šamaš Gate,2,type1
291557331,Enlil Gate,2,type1
21271257,Ea Gate,3,type1
21271258,Bēlet-ilī Gate,2,type1
723746844,Fosso Marangone,2,type1
836083242,Khorsabad Residence M,6,type1
643754200,Khorsabad ziggurat,5,type1
502042016,Via Aemilia Scauri,14,type2
832240145,Mithraeum,2,type1
555723846,Acquapendente,2,type1
506158212,Maes Howe,2,type1
40617124,Sublanuvium,2,type1
618833479,Unnamed Pass,2,type1
307220778,Hagia Sophia,3,type1
619266303,Roman villa of Ammaia,1,type1
619266305,Bañuela (peak),2,type1
719744901,Cisterns of La Maalga,2,type1
214908564,Samnite House,2,type1
704548439,Tomb of Cuccumella,2,type1
704548440,Tomb of the Dolphin,2,type1
288204133,Tino (island),2,type1
962538927,Nuraghe la Prisciona,2,type1
432336962,Lucus Furrinae,3,type1
165409128,Library of Celsus,2,type1
873985034,Temple of Artemis at Ephesus,2,type1
612452942,Roman cistern at Largo Zucchi,2,type1
612452943,Odeon at Kom el-Dikka,2,type1
370240026,Arch of Septimius Severus,2,type1
30509704,Temple district at Hattusa,2,type1
62651370,Theater of Sagalassos,2,type1
160453231,Odeion at Sagalassos,2,type1
185859210,Roman theater at Herakleia,2,type1
783906720,Forum and basilica at Venta,2,type1
393453384,Roman amphitheater at Noviodunum,1,type1
159663457,Square Castan at Besançon,2,type1
930330531,Teatro Clunia,2,type1
318023996,Périgueux Roman amphitheater,2,type1
592223249,"Temple of Augustus, Barcelona",2,type1
320965806,Roman theater of Zaragoza,2,type1
298577312,The Temple of Athena Polias at Priene,2,type1
162936020,Théatre Gallo-Romains,1,type1
101778129,Theater at Heraclea Minoa,1,type1
837713186,Pula Arena (Roman amphitheater),2,type1
660988416,Philistia (region),17,type2
412852518,Bent Pyramid,2,type1
412852520,Red Pyramid,2,type1
207801353,Abbazia di San Vincenzo al Volturno,2,type1
303999556,Via Portuensis?,5,type1
607225751,Ager Romanus,2,type1
10280471,Jerwan Aqueduct,2,type1
283133307,Temple G at Selinus,2,type1
727239,Tanitikon/Saitikon Stoma,3,type1
727241,Taposiris Megale,2,type1
736884,Akanthonpolis,2,type1
736893,Arsinoites/Krokodeilopolites Nomos,5,type1
736904,Dionysias,2,type1
736918,Haueris,2,type1
736922,Hermopolites Nomos,2,type1
736952,Labyrinthos,2,type1
736953,el-Lahun,2,type1
736954,Libykon Oros,2,type1
736963,Memphis,4,type1
736967,Moeris (lake),2,type1
737063,Takyris,6,type1
737093,Tomis (river),2,type1
737637,Phchet,3,type1
741441,Berenike he Nea Potamos/ Berenike he Nea,2,type1
741531,Nestou Epoikion,2,type1
746700,Aelana/Aila,3,type1
746701,Aelaniticus Sinus,5,type1
746710,Arabia Eudaemon,2,type1
746711,Arabia Petraia,2,type1
746744,Heroopoliticus Sinus,2,type1
746745,"Horeb Mons, Mon.",2,type1
746751,Jebel Moneijah,2,type1
746785,Nabataei,2,type1
746813,Sinai,4,type1
746815,Syna M.,2,type1
750429666,Tineida,2,type1
755568222,Choirokoitia,2,type1
756300531,Gebel el-Muzawaka,2,type1
756512,Abydos/Ebot,7,type1
756518,Antinoopolis,2,type1
756566,Diospolis Mikra,2,type1
756574,Hermopolis Magna/Schmun,2,type1
756593,Lykopolis/Siout,2,type1
756596,Makhareg,2,type1
756597,Makhareg Gharb,2,type1
756613,Panopolis/Schmin,2,type1
756635,Ptolemais Hermiou/Psoi,2,type1
756659,This,2,type1
838349787,Catacomb of Ponziano,3,type1
579500116,Temple of Amun at Jebel Barkal,2,type1
54771560,Cave di Fosso del Drago,1,type1
399911221,Mdina,4,type1
656280677,Fosse Way,14,type2
585931,Maroneia,2,type1
585954,Rharion Pedion,2,type1
585971,Tripyrgia,2,type1
589657,Acharna,2,type1
589672,Ag. Triada,2,type1
589675,Aigaion Antron,3,type1
589676,Aigaion,3,type1
589677,*Aina?,2,type1
589679,Allaria?,2,type1
589686,Ampelos,2,type1
589687,Amphimala,2,type1
589688,Amphimales Sinus,2,type1
589690,Amyklaion?,2,type1
589692,Andros (settlement),2,type1
589693,Andros (island),6,type1
589700,"Apollo Erethimios, T.",2,type1
589703,Apollonia?,2,type1
589704,Aptera,2,type1
589709,*Aria?,2,type1
589710,Arkades,2,type1
589711,Arkaseia,2,type1
589716,Asterousia M.,2,type1
589717,Atabyrion M.,3,type1
589721,Aulon/Alonion,2,type1
589729,Berekynthos,2,type1
589730,Biannos,2,type1
589733,Bionnos?,2,type1
589736,Boudroe Inss.,2,type1
589741,Chalke,2,type1
589742,Chalke Island,2,type1
589748,Creta (island),123,type4
589749,Creticum Mare,2,type1
589760,Diktynnaion,2,type1
589761,Dimastos? (island),2,type1
589764,Donakea?,2,type1
589766,Drepanon Pr.,2,type1
589767,Dreros,2,type1
589769,Eileithyias Antron,2,type1
589772,Eleutherna,2,type1
589774,Eltynia,2,type1
589784,Eschatiota?,2,type1
589796,Gortyn(a),4,type1
589797,Gyaros (island),3,type1
589798,Gyras M.,2,type1
589800,Harmedon? (island),2,type1
589802,Heraklion,3,type1
589803,Hermaia? Pr.,2,type1
589806,Heteireia? (island),2,type1
589807,Hierapytna,2,type1
589808,Hieron/Arbion? M.,2,type1
589809,Hippokoronion? M.,2,type1
589815,Ialysos,2,type1
589816,Ida(ion) M.,3,type1
589817,Idaion Antron,3,type1
589819,Inatos,2,type1
589824,Itanos,2,type1
589826,Iytos M.,2,type1
589832,Kalamyde,2,type1
589836,Kamiros,3,type1
589838,Kantanos,2,type1
589841,Karpathos (island),5,type1
589842,Karphi,2,type1
589845,Kasos,2,type1
589846,Kasos (island),4,type1
589850,Kastri,2,type1
589852,Kastri 2,2,type1
589858,Kaudos (island),3,type1
589859,Kaudos?,2,type1
589860,Kavousi Kastro,2,type1
589868,Kimolos (island),3,type1
589870,Kisamos,2,type1
589871,Kisamos?,2,type1
589872,Knosos/Col. Iulia Nobilis Cnosos,5,type1
589877,Kome,2,type1
589878,Korion,2,type1
589879,Korykiai (islands),3,type1
589880,Korykos Pr.,2,type1
589884,Kriou Metopon,2,type1
589886,Kydonia,2,type1
589892,Lagousa (island),3,type1
589894,Lappa,2,type1
589897,Lasaia,2,type1
589899,Lato,2,type1
589900,Lato pros Kamara,2,type1
589901,Leben,3,type1
589904,Lera,2,type1
589907,Leuka M.,2,type1
589909,Leuke,3,type1
589910,Leuke (island),2,type1
589913,Lindos,2,type1
589914,Lissos,2,type1
589917,Lykastos,2,type1
589918,Lyktos,3,type1
589922,Mallia,3,type1
589927,Mese (island),2,type1
589934,Minoa,2,type1
589935,Mithymna?,2,type1
589937,Mokhlos,2,type1
589944,Mylai (islands),2,type1
589952,Narthecusa? (island),2,type1
589958,Oliaros (island),3,type1
589959,Olous,2,type1
589960,Omphalion,2,type1
589961,Onysia (island),2,type1
589962,Oreioi,2,type1
589976,Pantomatrion/Agrion,2,type1
589978,Paraskeues to Petali,2,type1
589981,Prinias (Patela),2,type1
589987,Phaistos,2,type1
589988,Phalanna?,2,type1
589989,Phalasarna,2,type1
589992,Phoinikous Limen,2,type1
589993,Phoinix,2,type1
589994,Phoinix?,2,type1
589995,Pholegandros (settlement),2,type1
589996,Pholegandros (island),2,type1
589999,Poikilasion,2,type1
590001,Polichna?,2,type1
590002,Polyaigos (island),3,type1
590003,Polyrrenia,2,type1
590006,"Poseidon, Amphitrite, T.",2,type1
590010,Potidaion,2,type1
590011,Praisos,2,type1
590012,Prepesinthos (island),3,type1
590028,Rhithymna/Arsinoe,2,type1
590030,Rhodos,5,type1
590031,Rhodos (island),13,type2
590037,Sam(m)onion Pr.,2,type1
590038,Sarantapekhos,2,type1
590044,Seriphos (island),2,type1
590047,Sikinos (island),2,type1
590049,Siphnos (island),3,type1
590053,Smobolon,2,type1
590054,Somantera-Katholike,2,type1
590059,*Stalai?,2,type1
590063,Sybrita,2,type1
590065,Syrinthos?,2,type1
590066,Syros,2,type1
590067,Syros (island),6,type1
590073,Tenos (settlement),2,type1
590074,Tenos (island),14,type2
590075,"Theai kai Nymphai, T.",2,type1
590078,Thoanteion Pr.,1,type1
590079,Thoantion Pr.,1,type1
590082,Tretos? (island),1,type1
590084,Tylisos,2,type1
590086,Vasiliki,3,type1
590087,Vatsiana,2,type1
590089,Vigla,2,type1
590092,Vrokastro,2,type1
590095,(W)Axos,2,type1
590097,Zagora,2,type1
590098,Zephyrion Pr.,2,type1
590099,"Zeus Atabyrios, T.",3,type1
590100,"Zeus Diktaios, T./Eleia?",4,type1
590101,"Zeus Thenatas, T.",2,type1
590414,Unnamed Aqueduct at Roman Knosos ,2,type1
590415,Unnamed aqueduct at Lyktos,2,type1
591168,Eleutherna Bridge,2,type1
591923,Untitled,3,type1
594947,Apollonia,2,type1
594955,Daidala,2,type1
594961,Eristos,2,type1
594963,Grammion/Gramion,2,type1
594964,Gyreon Pr.,2,type1
594967,Herakleidai T./Neokleion/Limemeia,2,type1
594968,Hierapolis,2,type1
594995,Prepsidai,2,type1
594998,Sipilen,2,type1
595002,Styrakion M.,2,type1
595005,Thenai,2,type1
595006,Therapnae/Pherapnae,2,type1
59664,Akesinos/Sandabal (river),3,type1
59718,Asthala/Solis?/Karmina? Ins.,2,type1
59732,Barake Inss.,2,type1
59733,Barakes Kolpos,3,type1
59759,Capisa,1,type1
59760,Capisene,2,type1
59766,Chaarene/Arana,1,type1
59773,Choaspes (river),3,type1
59776,Chrysoun Stoma,2,type1
59822,Ganges (river),2,type1
59826,Gaza,2,type1
59830,Goryaia,2,type1
59838,Hydraotes/Arouadis/Porrus (river),3,type1
59844,Iaxartes/Silis/Tanais (river),4,type1
59851,Indus/Sinthos/Phison (river),10,type2
59885,Kophen,2,type1
59886,Kophen/Koa (river),4,type1
59898,Lonibarai? Stoma,3,type1
59915,Marakanda,2,type1
59927,Meros (mountain),2,type1
599474,Ag. Ioannis,2,type1
599475,Ag. Ioannis,2,type1
599476,Aigiale,1,type1
599477,Akrite (island),3,type1
599478,Akrotiri,2,type1
599479,Alabanda/Antiocheia Chrysaoron,3,type1
599480,Alinda/Alexandria ad Latmum,2,type1
599482,Amazonion Pr.,2,type1
599484,Amorgos (island),5,type1
599492,Anaphe Ins.,2,type1
599495,Antimachia,2,type1
599498,Anydros? (island),2,type1
599502,Aplomata,1,type1
599504,"Apollo Asgelatos, T.",2,type1
599505,"Apollo Lepsios, T.",2,type1
599506,Sanctuary of Apollo on Delos,2,type1
599507,"Apollo, T.",1,type1
599508,Apollonas,2,type1
599512,"Archilocheion?, T.",2,type1
599513,Arethousa,2,type1
599523,"Artemis Parthenos, T.",2,type1
599524,"Artemis Tauropolos, T.",2,type1
599525,Artemision,2,type1
599528,Asklepieion (Kos),3,type1
599529,"Asklepieion, Thesmophorion?, Apollo, T.",2,type1
599533,Aspripetra,2,type1
599540,"Athena Poliouchos, T.",2,type1
599553,Bathos,1,type1
599560,Brouzi,2,type1
599564,Caria (region),4,type1
599575,Cnidus,7,type1
599576,Cnidus,2,type1
599577,Colophon,4,type1
599581,Kos/Cos (island),10,type2
599585,Damos,1,type1
599586,Delion,2,type1
599587,Delos (settlement),8,type1
599588,Delos (island),6,type1
599598,Drakanon,2,type1
599599,Drakanon Pr.,2,type1
599600,Drekanon promontory,2,type1
599601,Drios M.,2,type1
599607,Eleusis?,1,type1
599608,Elytas (river),2,type1
599609,Embolas,1,type1
599610,Emecik,2,type1
599611,Emporion,2,type1
599612,Ephesus/Arsinoe(ia),6,type1
599616,Europos/Euromos/Philippoi,2,type1
599630,Grotta,2,type1
599631,Gyroulas,2,type1
599634,Halasarna,2,type1
599636,Halicarnassus/Halikarnassos,6,type1
599640,Heraclea ad Latmum/Pleistarcheia,3,type1
599641,Heraion,2,type1
599642,Herakleia (island),2,type1
599645,Hiera/Automate (island),2,type1
599648,Histoi,2,type1
599654,Hydria,2,type1
599655,Hydrousa,2,type1
599656,Hyetousa (island),2,type1
599661,Hyria,2,type1
599664,Iasos,2,type1
599665,Idrias,2,type1
599667,Ikaros (island),12,type2
599668,Ikarion Mare,7,type1
599669,Imbrasos (river),2,type1
599671,Ionopolitikos/Latmikos Sinus,6,type1
599672,Ios (settlement),2,type1
599673,Ios (island),6,type1
599680,Kalithea,2,type1
599684,Kalymna (island),8,type1
599686,Kambos,2,type1
599688,Kantharion Pr.,2,type1
59969,Oxus (river),5,type1
599691,Karpathion Mare,2,type1
599699,Kataphydion,2,type1
599701,Kazania,2,type1
599703,Kenchrios (river),2,type1
599706,Kerameios/Doridis Sinus,3,type1
599708,Keria (island),2,type1
599710,Kerketeus M.,2,type1
599711,Kheimarros-Bardaki,2,type1
599713,Khrysomilia,2,type1
599714,Kildara,2,type1
599715,Kinaros (island),2,type1
599719,Klaros,2,type1
599726,Korsiai (islands),4,type1
599727,Korsiai?,2,type1
599728,Kos,2,type1
599729,Koukounaries,2,type1
599740,Kynthos M.,2,type1
599742,Kyra Panagia,2,type1
599747,Lagina,2,type1
599748,Lak(e)ter Pr.,2,type1
599752,Latmos,2,type1
599754,Lebedos/Ptolemais,2,type1
599755,Lebinthos (island),3,type1
599756,Lefkas,1,type1
599760,Lepsia,2,type1
599761,Lepsia (island),4,type1
599763,Leros,2,type1
599764,Leros (island),7,type1
599777,Maeander (river),7,type1
599778,Magnesia ad Maeandrum/Leukophrys,2,type1
599791,Melanes,2,type1
599792,Melanteioi Skopeloi,2,type1
599796,Mes(s)ogis M.,2,type1
599799,Miletus,7,type1
599800,Minoa,1,type1
599801,*Mobolla,2,type1
599805,Mycale M.,2,type1
599807,Mykonos,2,type1
599808,Mykonos (island),8,type1
599813,Myous,3,type1
599814,Myrsineai,2,type1
59982,Paropamisadai,2,type1
599821,Naxos (settlement),3,type1
599822,Naxos (island),17,type2
599824,Neo Karlobasi,2,type1
599825,Neokhorion,2,type1
599828,Nisyrion (islands),2,type1
599829,Nisyros,1,type1
59983,Paropamisos/Caucasus M.,2,type1
599830,Nisyros (island),5,type1
599836,Oinoe,2,type1
599844,Paktyes M.,2,type1
599848,Palaiokastro,2,type1
599855,Panionion,2,type1
599867,Paros,2,type1
599868,Paros (island),14,type2
599871,Patmos,2,type1
599872,Patmos (island),7,type1
599880,Pharmakousa (island),2,type1
599885,Phora,2,type1
599886,Phorbia? Pr.,2,type1
599887,P(h)ygela,2,type1
599896,Polypodousa (island),2,type1
599897,Pontikokastro,2,type1
599899,"Poseidon Phytalmios?, T.",2,type1
599901,"Poseidon?, T.",2,type1
839719167,Via Triumphalis,4,type1
1410177,Tomba di Fadilla,2,type1
437050931,Roman amphitheater at Richborough,2,type1
334776903,Pons Aelius,3,type1
334776904,Mausoleum Hadriani,2,type1
846285407,S'Imbalconadu Roman villa,2,type1
608476833,"Temple of Hera I (the ""Basilica"")",2,type1
395910246,Terrace and altar of M. Nonius Balbus,2,type1
455441008,Roman theater at Ferentium,2,type1
832363479,Hellenistic theater at Dion,2,type1
50332479,Tomb of P. Numisius Ligus,2,type1
347812262,Roman theater at Helikore/Nicaea,2,type1
127640903,Amphitheater of the Three Gauls,2,type1
